id,site,r_m1_old,r_m2_old,r_m1_m2
NYU_0051063,NYU,0.6721088573018997,0.6478550985745346,0.7009879184862049
NYU_0051064,NYU,0.7701449402058167,0.7361428665637089,0.8923245404494207
NYU_0051065,NYU,0.6030851043436746,0.5242651879776402,0.800356203375109
NYU_0051066,NYU,0.6571449664524229,0.6051697622926889,0.5827072033047969
NYU_0051067,NYU,0.674577414561619,0.6232256195471251,0.6813121858356765
NYU_0051068,NYU,0.6952968611677024,0.5936699307540225,0.6777328287643681
NYU_0051069,NYU,0.6100993159615922,0.423584683509836,0.6553373258132903
NYU_0051070,NYU,0.6269661343481354,0.4385906703888706,0.7539076393436135
NYU_0051071,NYU,0.7174113755854181,0.5828086272142468,0.7326211679866871
NYU_0051072,NYU,0.6364939231367118,0.4802911366762517,0.6180387204635612
NYU_0051073,NYU,0.7067041992040608,0.604758357086695,0.7060366270232579
NYU_0051074,NYU,0.6586177701250242,0.5245768313173846,0.7291988594857935
NYU_0051075,NYU,0.7437178492092931,0.640838052052548,0.8023336506371214
NYU_0051076,NYU,0.7115622396076994,0.6249136675358262,0.7473176563577039
NYU_0051077,NYU,0.6919395881451823,0.5458713033552197,0.7902297068986879
NYU_0051078,NYU,0.5656221331515241,0.44028715806219887,0.6559170011036191
NYU_0051079,NYU,0.7027064547271145,0.6035179219421389,0.6991802847432811
NYU_0051080,NYU,0.7632633768188525,0.5742748275544509,0.7048627213863704
NYU_0051081,NYU,0.7601605097267808,0.654486484625833,0.7298158038783439
NYU_0051082,NYU,0.727053468777738,0.6075455246436953,0.799921757185065
NYU_0051083,NYU,0.698062528839236,0.49381937299056766,0.7182748875062228
NYU_0051084,NYU,0.5642414264260361,0.5067966057476033,0.8669392872768333
NYU_0051085,NYU,0.8070689758482168,0.6759176558359262,0.8540244542289225
NYU_0051086,NYU,0.7345377526475735,0.521520643594077,0.7437258472341772
NYU_0051087,NYU,0.7144445933086444,0.5449663892972687,0.7597730693612557
NYU_0051088,NYU,0.6053227590410977,0.49809573415105024,0.7247863870700421
NYU_0051089,NYU,0.6617980034229758,0.5195806039005287,0.6833199910679707
